ip_1,ip_2,ip_3,ip_4,ip_5,ip_6,ip_7,ip_8,ip_9,ip_10
-0.8296440277956367,0.7778066280870001,-0.20363610559949602,0.19167962441864606,-0.23003077181918322,-0.5849504516900713,0.8488574086960926,0.09062220751132283,-0.9726311381481701,0.3791491122442209
0.7067933749533407,0.999044970135526,-0.2973257004665943,0.42501763904638973,0.6552394500549623,0.8418228369744175,-0.7353229397780338,-1.0110813990561063,-0.6367401627676424,0.8645663140159376
-0.04416190051471726,0.24658089044782686,-1.080389071560656,-0.39042868549901016,-0.7660968518245401,-0.729160500328284,-0.8361186337903108,-0.27269838185679984,-0.16387303388837854,0.08254150772087694
-0.7640530961840595,-0.27752043237173396,0.32147158038372775,-0.02815175610695511,-1.0622971603441727,-0.002319834111449273,0.42783072789042914,-0.10169844244205781,0.9002103677942385,0.12321815835109465
0.7629432507306586,0.2835441754008818,0.6032007133928011,-0.4129790917323042,-0.448833198143779,0.9502099014368013,-0.09190832274492652,0.8874410077009822,0.3645818887011379,0.3276795767451237
0.8371733459853621,0.24230885178428382,0.6176779882936182,-0.3105277660753061,-0.37133763211391535,0.6799272396091318,-0.12744424099219914,0.9450097167893652,0.2608351270175152,0.05909445464246124
0.7927473544732027,-0.8025785420596673,-0.6838728156187295,0.6875392559614892,-0.18922136198673695,-0.5039079738801855,0.832061229168219,-0.3637802036381977,0.49983729896395945,0.46401803438785333
0.618027327347439,1.060969057641688,-0.3356940324859242,0.5297787429146819,0.8600144916485667,0.8251149813951189,-0.9541416284271299,-0.8701632024372422,-0.6282629628053025,0.948146959498937
-0.8595967383630138,-0.24575937041672152,0.8357266762726737,-0.15882747397448888,0.31820606450364297,-0.2806245201158447,0.3773339000439056,0.5846505883142314,-0.9687823120039422,0.5262699846907066
-0.9325330213779315,0.35665001480448166,-0.461562661452998,-0.4769468938172161,0.10991378392531578,-0.9798969351471438,0.062202140519619975,-0.7239274725830875,0.06452786609406189,0.2867997319315954
-0.778114406121974,0.8693486927068187,-0.0052862527471685405,0.031597381689153325,-0.1699721957892112,-0.6379770884840973,0.8056939102027176,0.11784870167354299,-1.036817391666189,0.24538597683245997
0.5622722398196518,1.0746730929972748,-0.10020543013700489,0.37322952453833613,0.7845799906870228,0.9142245496295661,-0.9440424094461103,-0.9534507544744081,-0.5933798912796918,0.7915983323063578
-0.8742864192232868,-0.12527377620100233,0.4841298773564257,-0.18714331195598044,-0.849831793339516,-0.0699325175642646,0.2730977968543968,0.2016446270822819,0.8021581731992292,0.16887951532307977
0.8721874998265737,-0.6619623028073419,-0.6513135301915992,0.7252542120498191,-0.2627659669924831,-0.6803369618107318,0.7999477143927771,-0.20033713120518198,0.42065266565551784,0.44684869978805136
